iter	Passed	Remaining
831	57967	11704
832	58023	11632
833	58069	11558
834	58118	11484
835	58173	11411
836	58230	11339
837	58279	11266
838	58326	11192
839	58376	11119
840	58432	11047
841	58484	10974
842	58539	10902
843	58592	10829
844	58639	10756
845	58688	10683
846	58734	10609
847	58782	10536
848	58837	10464
849	58888	10392
850	58938	10319
851	58985	10246
852	59036	10173
853	59087	10101
854	59135	10028
855	59200	9958
856	59261	9888
857	59315	9816
858	59379	9746
859	59426	9674
860	59478	9602
861	59523	9529
862	59580	9458
863	59627	9385
864	59681	9314
865	59743	9244
866	59791	9172
867	59842	9100
868	59890	9028
869	59938	8956
870	60008	8887
871	60058	8815
872	60109	8744
873	60159	8672
874	60208	8601
875	60255	8529
876	60296	8456
877	60370	8388
878	60429	8318
879	60504	8250
880	60574	8182
881	60634	8112
882	60701	8043
883	60758	7972
884	60821	7903
885	60893	7835
886	60947	7764
887	61015	7695
888	61073	7625
889	61131	7555
890	61183	7484
891	61258	7416
892	61325	7348
893	61415	7281
894	61491	7214
895	61556	7144
896	61619	7075
897	61686	7006
898	61747	6937
899	61810	6867
900	61863	6797
901	61915	6726
902	61969	6656
903	62021	6586
904	62079	6516
905	62128	6446
906	62180	6375
907	62242	6306
908	62292	6236
909	62348	6166
910	62407	6096
911	62456	6026
912	62523	5957
913	62586	5888
914	62645	5819
915	62698	5749
916	62751	5679
917	62800	5609
918	62846	5539
919	62894	5469
920	62943	5399
921	62996	5329
922	63047	5259
923	63101	5190
924	63155	5120
925	63211	5051
926	63266	4982
927	63327	4913
928	63386	4844
929	63441	4775
930	63492	4705
931	63568	4638
932	63636	4569
933	63691	4500
934	63739	4431
935	63793	4361
936	63846	4292
937	63896	4223
938	63942	4153
939	63997	4084
940	64042	4015
941	64093	3946
942	64138	3876
943	64186	3807
944	64236	3738
945	64287	3669
946	64340	3600
947	64396	3532
948	64448	3463
949	64505	3395
950	64557	3326
951	64609	3257
952	64661	3188
953	64720	3120
954	64773	3052
955	64832	2983
956	64880	2915
957	64934	2846
958	64982	2778
959	65033	2709
960	65079	2641
961	65128	2572
962	65178	2504
963	65229	2435
964	65281	2367
965	65334	2299
966	65387	2231
967	65446	2163
968	65493	2095
969	65552	2027
970	65607	1959
971	65663	1891
972	65726	1823
973	65779	1755
974	65835	1688
975	65889	1620
976	65948	1552
977	66000	1484
978	66053	1416
979	66104	1349
980	66155	1281
981	66213	1213
982	66259	1145
983	66319	1078
984	66365	1010
985	66426	943
986	66479	875
987	66540	808
988	66602	740
989	66660	673
990	66712	605
991	66777	538
992	66824	471
993	66881	403
994	66943	336
995	67007	269
996	67062	201
997	67118	134
998	67178	67
999	67230	0
